"","ID","name","address","city","state","zip","county","beneficiaries","totaldays","total_medicare_payment","total_medicare_standard_payment","total_charge","percent_home_health","physician_services","home_health_pday","snf_pday","social_service_pday","total_live_discharges","benefls7days","benefgr60days","benefgr180days","home_health_pday_wkppd","snf_pday_wkppd","social_service_pday_wkppd","age","male","female","white","advantage","medicaid","cancer","dementia","stroke","heart","resp","otherdx","site_home","site_alf","site_nonsnf","site_snf","site_inpthospital","site_inpthospice","rated6_","rated7_8","rated9_10","recommend_not","communicated_always","helped_always","respect_always","emotionalsupport_not","emotionalsupport","communicated_not","helped_not","respect_not","communicated_usually","helped_usually","respect_usually","pain_always","pain_not","pain_usually","training_definitely","training_not","training_somewhat","recommend_definitely","recommend_probably","region","regionne","regionmw","regionsouth","regionwest","expansionstate","medicare_payment_pbene","medicare_standard_payment_pbene","charge_pbene","medicare_payment_pbeneday","medicare_standard_payment_pbeneday","charge_pbeneday","medicare_return_rate","discharges_pbeneday","benefgr180days_pct","benefgr60days_pct","benefls7days_pct","calcavglos","totaldx","cancer_pct","stroke_pct","dementia_pct","heart_pct","resp_pct","otherdx_pct","male_pct","female_pct","advantage_pct","medicaid_pct","hourssetting","home_health_pct","snf_pct","social_services_pct","majoritysetting","site_home_pct","site_alf_pct","site_nonsnf_pct","site_snf_pct","site_inpthospital_pct","site_inpthospice_pct"
"622",141611,"CLAY COUNTY HEALTH DEPARTMENT","601 EAST 12TH STREET","FLORA","IL",62839,"IL - Springfield",77,3535,500780.58,563250.13,831534.48,1,0,0.2023,0.4266,0.0472,NA,25,16,NA,0.1832,1.5516,0.0992,85.56,31,46,74,0,33,22,NA,NA,18,NA,NA,44,0,33,0,0,0,6,6,88,4,85,85,94,7,93,6,3,2,9,12,4,82,8,10,90,4,6,92,4,"mw",0,1,0,0,1,6503.6438961039,7314.93675324675,10799.1490909091,141.663530410184,159.335256011315,235.22899009901,0.60223669859126,NA,NA,0.207792207792208,0.324675324675325,45.9090909090909,NA,0.285714285714286,NA,NA,0.233766233766234,NA,NA,0.402597402597403,0.597402597402597,0,0.428571428571429,0.6761,0.299216092294039,0.630971749741162,0.0698121579647981,77,0.571428571428571,0,0.428571428571429,0,0,0
"623",141614,"UNITY HOSPICE OF WESTERN ILLINOIS","1201 SOUTH 7TH STREET #101","ROCHELLE","IL",61068,"IL - Rockford",214,23332,3457276.22,3591621.92,8522102.99,0.9985,0,0.5133,0.1798,0.0452,21,48,106,56,0.4911,0.667,0.1118,82.43,87,127,205,32,108,35,64,21,39,25,30,45,NA,164,0,0,0,10,19,71,9,67,73,85,12,88,13,15,5,20,12,10,66,13,21,69,8,23,76,15,"mw",0,1,0,0,1,16155.4963551402,16783.28,39822.9111682243,148.177448139894,153.935450025716,365.253856934682,0.405683459124683,0.900051431510372,0.261682242990654,0.495327102803738,0.224299065420561,109.028037383178,214,0.163551401869159,0.0981308411214953,0.299065420560748,0.182242990654206,0.116822429906542,0.14018691588785,0.406542056074766,0.593457943925234,0.149532710280374,0.504672897196262,0.7383,0.695245835026412,0.243532439387783,0.0612217255858052,NA,0.210280373831776,NA,0.766355140186916,0,0,0
"624",141616,"IROQUOIS MEMORIAL HOSPICE","200 NORTH LAIRD LANE","WATSEKA","IL",60970,"IL - Urbana",210,7938,1257825.62,1364570.41,1367564.49,0.9843,0,0.325,0.3617,0.0728,NA,97,36,11,0.3044,0.9846,0.1423,82.92,72,138,204,30,49,70,30,17,37,29,27,89,NA,0,88,32,0,4,10,86,4,84,82,92,8,92,7,8,1,9,10,7,84,6,10,87,4,9,90,6,"mw",0,1,0,0,1,5989.64580952381,6497.95433333333,6512.21185714286,158.456238347191,171.903553791887,172.280736961451,0.919755981672206,NA,0.0523809523809524,0.171428571428571,0.461904761904762,37.8,210,0.333333333333333,0.080952380952381,0.142857142857143,0.176190476190476,0.138095238095238,0.128571428571429,0.342857142857143,0.657142857142857,0.142857142857143,0.233333333333333,0.7595,0.427913100724161,0.476234364713627,0.095852534562212,NA,0.423809523809524,NA,0,0.419047619047619,0.152380952380952,0
"625",141617,"HEARTLAND HOSPICE SERVICES, INC","363 FINANCIAL COURT UNIT 300","ROCKFORD","IL",61107,"IL - Rockford",616,58812,9132682.33,9333013.41,15128972.19,0.9958,132,0.3054,0.2603,0.0503,47,107,273,130,0.3184,1.0065,0.154,81.78,244,372,568,175,185,165,75,105,114,68,89,297,113,191,NA,NA,0,6,18,76,5,76,75,87,13,87,9,11,2,15,14,11,71,10,19,74,9,17,80,15,"mw",0,1,0,0,1,14825.7830032468,15150.9957954545,24560.019788961,155.286035672992,158.692331667007,257.242946847582,0.603655173352526,0.799156634700401,0.211038961038961,0.443181818181818,0.173701298701299,95.474025974026,616,0.267857142857143,0.170454545454545,0.121753246753247,0.185064935064935,0.11038961038961,0.144480519480519,0.396103896103896,0.603896103896104,0.284090909090909,0.300324675324675,0.616,0.495779220779221,0.422564935064935,0.0816558441558441,NA,0.482142857142857,0.183441558441558,0.310064935064935,NA,NA,0
"626",141618,"MONARCH HOSPICE & PALLIATIVE CARE, INC","7444 W WILSON AVE, SUITE 102","HARWOOD HEIGHTS","IL",60706,"IL - Chicago",76,4184,688498.55,669576.53,1568994.25,0.9998,0,0.3504,0.354,0.071,NA,15,23,NA,0.4689,0.7413,0.2344,83.3,25,51,43,25,49,NA,21,NA,NA,NA,32,20,0,56,0,0,0,7,15,78,7,81,78,89,15,85,7,7,0,12,15,11,72,7,21,85,9,6,71,22,"mw",0,1,0,0,1,9059.19144736842,8810.2175,20644.6611842105,164.555102772467,160.032631453155,374.998625717017,0.438815215543333,NA,NA,0.302631578947368,0.197368421052632,55.0526315789474,NA,NA,NA,0.276315789473684,NA,NA,0.421052631578947,0.328947368421053,0.671052631578947,0.328947368421053,0.644736842105263,0.7754,0.451895795718339,0.456538560742842,0.0915656435388187,76,0.263157894736842,0,0.736842105263158,0,0,0
"627",141619,"HEARTLAND HOSPICE","20960 S FRANKFORT SQUARE ROAD, UNIT C","FRANKFORT","IL",60423,"IL - Joliet",253,19602,3193806.03,3108717.81,4914147.49,0.9976,NA,0.3547,0.243,0.0464,18,50,89,42,0.3497,0.8617,0.1028,83.7,73,180,176,55,98,59,79,40,29,15,31,88,45,115,NA,0,0,4,13,83,6,78,77,92,8,92,8,9,2,14,14,6,74,11,15,76,11,13,82,12,"mw",0,1,0,0,1,12623.7392490119,12287.422173913,19423.5078656126,162.932661463116,158.591868686869,250.696229466381,0.649920670166943,0.918273645546373,0.16600790513834,0.351778656126482,0.197628458498024,77.4782608695652,253,0.233201581027668,0.158102766798419,0.312252964426877,0.114624505928854,0.0592885375494071,0.122529644268775,0.288537549407115,0.711462450592885,0.217391304347826,0.387351778656126,0.6441,0.550690886508306,0.377270610153703,0.072038503337991,NA,0.347826086956522,0.177865612648221,0.454545454545455,NA,0,0
"628",141621,"HOSPICE CARE OF AMERICA INC","3815 NORTH MULFORD","ROCKFORD","IL",61114,"IL - Rockford",124,13393,2029503.93,2099517.13,4864643.71,0.9992,63,0.2473,0.2166,0.0665,NA,15,67,26,0.303,0.9891,0.1712,83.83,37,87,120,34,25,29,33,NA,29,NA,16,75,NA,45,0,0,0,3,15,82,3,83,83,96,7,93,3,9,1,14,8,3,88,5,7,83,6,11,85,12,"mw",0,1,0,0,1,16366.9671774194,16931.5897580645,39230.9976612903,151.534677070111,156.762273575749,363.222855969536,0.417194773345487,NA,0.209677419354839,0.540322580645161,0.120967741935484,108.008064516129,NA,0.233870967741935,NA,0.266129032258065,0.233870967741935,NA,0.129032258064516,0.298387096774194,0.701612903225806,0.274193548387097,0.201612903225806,0.5304,0.466251885369532,0.408371040723982,0.125377073906486,NA,0.604838709677419,NA,0.362903225806452,0,0,0
"629",141622,"FAMILY HOME HEALTH SERVICES, INC","2171 EXECUTIVE DRIVE","ADDISON","IL",60101,"IL - Melrose Park",586,43876,7172745.28,7013214.21,13228215.92,0.9946,0,0.3235,0.2652,0.0391,48,148,197,86,0.2915,1.236,0.0826,84.36,198,388,510,199,301,88,217,59,83,59,80,140,36,395,NA,NA,0,6,18,76,6,77,69,87,11,89,11,18,2,12,13,11,71,14,15,77,10,13,78,16,"mw",0,1,0,0,1,12240.1796587031,11967.942337884,22573.7473037543,163.477647916857,159.841695004102,301.490927158355,0.542230737945197,1.09399215972286,0.146757679180887,0.33617747440273,0.252559726962457,74.8737201365188,586,0.150170648464164,0.100682593856655,0.370307167235495,0.141638225255973,0.100682593856655,0.136518771331058,0.337883959044369,0.662116040955631,0.339590443686007,0.513651877133106,0.6278,0.515291494106403,0.422427524689391,0.0622809812042052,NA,0.238907849829352,0.0614334470989761,0.674061433447099,NA,NA,0
"630",141623,"HOSPICE ADVANTAGE LLC","4371 VENTURE DRIVE, SUITE 4373","PERU","IL",61354,"IL - Peoria",62,4300,665989.12,660327,1035441.94,0.9972,0,0.327,0.2087,0.0163,25,13,24,NA,0.3516,0.6457,0.0401,84.05,18,44,43,17,26,11,21,NA,11,NA,NA,14,NA,17,25,NA,0,5,13,82,5,81,80,89,10,90,11,9,5,8,11,6,79,13,8,82,2,16,87,8,"mw",0,1,0,0,1,10741.76,10650.435483871,16700.6764516129,154.881190697674,153.564418604651,240.800451162791,0.643193108442179,5.81395348837209,NA,0.387096774193548,0.209677419354839,69.3548387096774,NA,0.17741935483871,NA,0.338709677419355,0.17741935483871,NA,NA,0.290322580645161,0.709677419354839,0.274193548387097,0.419354838709677,0.552,0.592391304347826,0.378079710144927,0.0295289855072464,NA,0.225806451612903,NA,0.274193548387097,0.403225806451613,NA,0
"631",141624,"LEXINGTON HOSPICE SERVICES, LLC","1300  S MAIN STREET","LOMBARD","IL",60148,"IL - Melrose Park",491,44081,7154105.33,6954812.27,11549789,0.997,0,0.1913,0.2133,0.0316,31,92,191,96,0.2556,0.7622,0.1666,86.89,147,344,424,250,303,65,243,38,72,33,40,74,0,417,0,0,0,10,21,69,9,71,72,87,11,89,11,10,4,18,18,9,71,8,21,67,20,13,74,17,"mw",0,1,0,0,1,14570.479287169,14164.587107943,23522.9918533605,162.294533472471,157.773468614596,262.012862684603,0.619414374582947,0.703250833692521,0.195519348268839,0.389002036659878,0.187372708757637,89.7780040733197,491,0.132382892057026,0.0773930753564155,0.494908350305499,0.146639511201629,0.0672097759674134,0.0814663951120163,0.29938900203666,0.70061099796334,0.509164969450102,0.617107942973523,0.4362,0.438560293443375,0.488995873452545,0.0724438331040807,491,0.15071283095723,0,0.84928716904277,0,0,0
"632",141626,"TRANSITIONS HOSPICE","12040 RAYMOND COURT","HUNTLEY","IL",60142,"IL - Elgin",812,70870,11316248.12,11376548.55,19089608.36,0.9947,0,0.3209,0.3503,0.0473,57,170,318,142,0.8877,2.6318,0.4058,84.01,284,528,744,197,295,116,285,56,128,71,156,805,0,0,NA,0,0,4,17,79,3,80,80,91,12,88,7,7,2,13,13,7,74,11,15,69,12,19,82,15,"mw",0,1,0,0,1,13936.2661576355,14010.527770936,23509.3699014778,159.676141103429,160.527000846621,269.360919429942,0.592796243201712,0.804289544235925,0.17487684729064,0.391625615763547,0.20935960591133,87.2783251231527,812,0.142857142857143,0.0689655172413793,0.350985221674877,0.157635467980296,0.0874384236453202,0.192118226600985,0.349753694581281,0.650246305418719,0.242610837438424,0.363300492610837,0.7185,0.446624913013222,0.487543493389005,0.0658315935977731,NA,0.991379310344828,0,0,NA,0,0
"633",141628,"PEACE HOSPICE AND PALLIATIVE CARE, INC","1717 N NAPER BLVD SUITE 301","NAPERVILLE","IL",60563,"IL - Hinsdale",178,17878,2889487.5,2810871.31,3919184.36,0.9932,0,0.3966,0.2059,0.0618,13,30,69,40,0.4271,0.8127,0.273,83.9,71,107,107,63,62,47,16,60,26,14,15,57,27,NA,88,NA,0,6,15,79,4,82,72,92,10,90,6,8,2,12,20,6,78,8,14,73,15,12,77,19,"mw",0,1,0,0,1,16233.0758426966,15791.4118539326,22017.8896629213,161.622524890927,157.225154379685,219.218277212216,0.73726756247823,0.72715068799642,0.224719101123595,0.387640449438202,0.168539325842697,100.438202247191,178,0.264044943820225,0.337078651685393,0.0898876404494382,0.146067415730337,0.0786516853932584,0.0842696629213483,0.398876404494382,0.601123595505618,0.353932584269663,0.348314606741573,0.6643,0.597019418937227,0.309950323648954,0.0930302574138191,NA,0.320224719101124,0.151685393258427,NA,0.49438202247191,NA,0
"634",141629,"LOVING HANDS HOSPICE","6535 NORTH OLMSTEAD AVENUE, SUITE 150","CHICAGO","IL",60631,"IL - Chicago",256,16055,2753012.87,2677283.48,4331788.52,0.9827,19,0.328,0.3631,0.019,27,83,69,32,0.2424,0.6471,0.0237,84.59,88,168,214,75,101,73,69,17,56,18,23,130,NA,0,111,12,0,5,25,70,6,76,70,85,18,82,7,15,4,17,15,11,76,14,10,69,9,22,69,25,"mw",0,1,0,0,1,10753.9565234375,10458.13859375,16921.04890625,171.473862971037,166.756990345687,269.809312986609,0.635537228396367,1.68171909062597,0.125,0.26953125,0.32421875,62.71484375,256,0.28515625,0.06640625,0.26953125,0.21875,0.0703125,0.08984375,0.34375,0.65625,0.29296875,0.39453125,0.7101,0.461906773693846,0.511336431488523,0.0267567948176313,NA,0.5078125,NA,0,0.43359375,0.046875,0
"635",141630,"GUARDIAN HEALTHCARE & HOSPICE, LLC","1775 WINNETKA ROAD, STE 101","NORTHFIELD","IL",60093,"IL - Evanston",194,18148,2866307.02,2786452.45,4584374.17,0.9997,0,0.4931,0.266,0.0443,20,36,84,39,0.4576,0.654,0.1023,86.04,61,133,187,28,39,70,43,17,38,12,14,110,NA,23,55,0,0,3,16,81,2,80,75,92,14,86,7,14,1,13,11,7,67,14,19,74,11,15,82,16,"mw",0,1,0,0,1,14774.7784536082,14363.1569587629,23630.7946907217,157.940655719639,153.540470024245,252.610434758651,0.625234091657924,1.10204981265153,0.201030927835052,0.43298969072165,0.185567010309278,93.5463917525773,194,0.360824742268041,0.0876288659793814,0.221649484536082,0.195876288659794,0.0618556701030928,0.0721649484536082,0.314432989690722,0.685567010309278,0.144329896907216,0.201030927835052,0.8034,0.613766492407269,0.3310928553647,0.0551406522280309,NA,0.56701030927835,NA,0.118556701030928,0.283505154639175,0,0
"636",141632,"ALEXIAN BROTHERS HOSPICE","1515 EAST LAKE STREET, SUITE 206","HANOVER PARK","IL",60133,"IL - Elgin",791,25540,5568885.06,5416362.54,12000321.12,0.9049,885,0.3254,0.3896,0.0443,41,381,118,33,0.4063,0.782,0.086,82.97,326,465,709,126,131,282,133,52,116,95,113,263,0,0,90,155,211,6,12,82,5,78,76,88,11,89,8,10,3,14,14,9,75,10,15,71,8,21,85,10,"mw",0,1,0,0,1,7040.30981036662,6847.48740834387,15171.0760050569,218.045617071261,212.073709475333,469.863787000783,0.464061336718629,1.60532498042287,0.0417193426042984,0.149178255372946,0.481668773704172,32.2882427307206,791,0.356510745891277,0.0657395701643489,0.168141592920354,0.146649810366625,0.120101137800253,0.142857142857143,0.412136536030341,0.587863463969659,0.15929203539823,0.165613147914033,0.7593,0.428552614249967,0.513104174897932,0.0583432108521006,719,0.332490518331226,0,0,0.11378002528445,0.195954487989886,0.266750948166877
"637",141634,"VITAS HEALTHCARE CORPORATION MIDWEST","8 EXECUTIVE DRIVE, SUITE 150","FAIRVIEW HEIGHTS","IL",62208,"MO - St. Louis",500,27725,4548056.68,4768523.87,6606861.42,0.9774,290,0.341,0.3321,0.0954,45,142,125,45,0.257,0.8512,0.2929,82.45,207,293,443,163,134,115,24,108,129,55,69,169,50,195,0,86,0,4,14,82,5,80,79,90,10,90,8,11,2,12,10,8,74,11,15,77,9,14,82,13,"mw",0,1,0,0,1,9096.11336,9537.04774,13213.72284,164.04171974752,171.993647249775,238.299780703336,0.688383846864462,1.62308385933273,0.09,0.25,0.284,55.45,500,0.23,0.216,0.048,0.258,0.11,0.138,0.414,0.586,0.326,0.268,0.7685,0.443721535458686,0.432140533506831,0.124137931034483,500,0.338,0.1,0.39,0,0.172,0
"638",141636,"HEARTLAND HOME HEALTH CARE AND HOSPICE","333 SALEM PLACE, SUITE 165","FAIRVIEW HEIGHTS","IL",62208,"MO - St. Louis",716,46876,7220803.56,7618859.24,11174829.54,0.9915,0,0.2633,0.2639,0.0725,30,215,214,88,0.2368,0.9095,0.2259,82.76,256,460,638,181,222,159,152,81,144,94,86,205,80,343,NA,84,0,4,16,80,4,81,78,91,9,91,7,10,2,12,12,7,74,8,18,76,7,17,82,14,"mw",0,1,0,0,1,10084.9211731844,10640.8648603352,15607.3038268156,154.040523082174,162.532196433143,238.391277839406,0.646166774549297,0.639986346957932,0.122905027932961,0.298882681564246,0.300279329608939,65.4692737430168,716,0.222067039106145,0.113128491620112,0.212290502793296,0.201117318435754,0.131284916201117,0.120111731843575,0.357541899441341,0.642458100558659,0.252793296089385,0.310055865921788,0.5997,0.439052859763215,0.44005336001334,0.120893780223445,NA,0.286312849162011,0.111731843575419,0.479050279329609,NA,0.11731843575419,0
"639",141637,"BJC HOSPICE","ONE PROFESSIONAL DRIVE SUITE 180","ALTON","IL",62002,"MO - St. Louis",491,18592,3044963.15,3191569.85,4956572.37,0.9897,0,0.1147,0.3138,0.0443,31,164,85,21,0.0966,0.6785,0.0896,80.13,209,282,439,146,101,181,59,39,106,37,69,294,NA,161,0,33,0,5,10,85,5,85,83,93,10,90,6,9,3,9,8,4,80,9,11,82,7,11,86,9,"mw",0,1,0,0,1,6201.55427698574,6500.14226069246,10094.8520773931,163.778138446644,171.663610692771,266.5970508821,0.614328395249478,1.66738382099828,0.0427698574338086,0.173116089613035,0.334012219959267,37.8655804480652,491,0.368635437881874,0.0794297352342159,0.120162932790224,0.215885947046843,0.0753564154786151,0.140529531568228,0.425661914460285,0.574338085539715,0.297352342158859,0.205702647657841,0.4728,0.242597292724196,0.663705583756345,0.0936971235194585,NA,0.59877800407332,NA,0.327902240325866,0,0.0672097759674134,0
"640",141639,"COVENANTCARE HOSPICE","3755 EAST MAIN STREET, SUITE 165","SAINT CHARLES","IL",60174,"IL - Melrose Park",103,6448,1053470.3,1027013.01,1830351.79,0.9992,0,0.3586,0.3788,0.0495,NA,26,29,13,0.3382,0.9632,0.1516,89.61,41,62,101,18,17,18,29,17,20,NA,NA,18,11,27,47,0,0,7,17,76,8,73,84,89,14,86,10,8,3,17,8,8,67,11,22,78,6,16,78,14,"mw",0,1,0,0,1,10227.8669902913,9971.00009708738,17770.4057281553,163.379388957816,159.276211228288,283.863491004963,0.575556188572908,NA,0.12621359223301,0.281553398058252,0.252427184466019,62.6019417475728,NA,0.174757281553398,0.16504854368932,0.281553398058252,0.194174757281553,NA,NA,0.398058252427184,0.601941747572815,0.174757281553398,0.16504854368932,0.7869,0.45571228872792,0.481382640742153,0.0629050705299276,103,0.174757281553398,0.106796116504854,0.262135922330097,0.456310679611651,0,0
"641",141640,"GOOD SAMARITAN HOSPICE","1002 COUNTRY CLUB ROAD PO BOX 516","LAWRENCEVILLE","IL",62439,"IN - Evansville",89,2153,394751.02,443784.49,632320.69,0.922,0,0.2322,0.2912,0.061,NA,44,11,NA,0.1904,0.6378,0.1141,81.19,36,53,88,NA,23,23,NA,NA,20,14,15,28,NA,25,NA,30,0,3,13,84,3,82,83,95,16,84,9,9,2,9,8,3,88,8,4,75,10,15,89,8,"mw",0,1,0,0,1,4435.40471910112,4986.34258426966,7104.72685393258,183.349289363679,206.123776126335,293.692842545286,0.624289266890824,NA,NA,0.123595505617978,0.49438202247191,24.1910112359551,NA,0.258426966292135,NA,NA,0.224719101123595,0.157303370786517,0.168539325842697,0.404494382022472,0.595505617977528,NA,0.258426966292135,0.5844,0.397330595482546,0.498288843258042,0.104380561259411,NA,0.314606741573034,NA,0.280898876404494,NA,0.337078651685393,0
"642",141643,"SAFE HAVEN HOSPICE LLC","200 N POSTVILLE DR","LINCOLN","IL",62656,"IL - Springfield",235,15572,2211507.12,2482544.4,3369640.06,0.9985,0,0.2715,0.1667,0.0231,21,46,85,28,0.2934,0.3885,0.0626,84.03,83,152,230,48,82,46,70,12,40,27,40,57,21,157,0,0,0,9,21,70,11,72,76,88,13,87,10,12,3,18,12,9,66,12,22,71,14,15,72,17,"mw",0,1,0,0,1,9410.66859574468,10564.0187234043,14338.8938723404,142.018181351143,159.423606473157,216.390961983047,0.656303664670938,1.34857436424351,0.119148936170213,0.361702127659574,0.195744680851064,66.263829787234,235,0.195744680851064,0.051063829787234,0.297872340425532,0.170212765957447,0.114893617021277,0.170212765957447,0.353191489361702,0.646808510638298,0.204255319148936,0.348936170212766,0.4613,0.58855408627791,0.361370041187947,0.0500758725341426,235,0.242553191489362,0.0893617021276596,0.668085106382979,0,0,0
"643",141644,"ANGELS GRACE HOSPICE","440 QUADRANGLE DRIVE SUITE G","BOLINGBROOK","IL",60440,"IL - Hinsdale",344,24805,4133463.61,4019975.11,6283285.71,0.9937,0,0.44,0.3465,0.028,21,82,110,46,0.423,1.3964,0.0841,85.57,113,231,318,110,114,48,148,30,40,33,45,77,94,NA,164,NA,0,4,8,88,3,82,81,93,8,92,6,8,1,12,11,6,78,8,14,74,9,17,89,8,"mw",0,1,0,0,1,12015.8825872093,11685.9741569767,18265.3654360465,166.638323321911,162.063096553114,253.307224753074,0.657850653428268,0.846603507357388,0.133720930232558,0.319767441860465,0.238372093023256,72.1075581395349,344,0.13953488372093,0.0872093023255814,0.430232558139535,0.116279069767442,0.0959302325581395,0.130813953488372,0.328488372093023,0.671511627906977,0.319767441860465,0.331395348837209,0.8145,0.540208717004297,0.425414364640884,0.0343769183548189,NA,0.223837209302326,0.273255813953488,NA,0.476744186046512,NA,0
"644",141645,"APEX HOSPICE AND PALLIATIVE CARE, INC","2607 W22ND STREET SUITE 40","OAK BROOK","IL",60523,"IL - Hinsdale",161,12001,1992189.19,1958583.36,2321596.96,0.9905,17,0.2481,0.211,0.0327,16,24,56,23,0.2605,0.7155,0.0524,82.4,62,99,116,49,71,37,43,24,20,17,20,92,NA,60,NA,NA,0,14,28,58,11,72,62,85,16,84,10,20,4,18,18,11,71,14,15,73,8,19,64,25,"mw",0,1,0,0,1,12373.8459006211,12165.1140372671,14419.8568944099,166.001932338972,163.201679860012,193.450292475627,0.858111560414862,1.33322223148071,0.142857142857143,0.347826086956522,0.149068322981366,74.5403726708075,161,0.229813664596273,0.149068322981366,0.267080745341615,0.124223602484472,0.105590062111801,0.124223602484472,0.385093167701863,0.614906832298137,0.304347826086957,0.440993788819876,0.4918,0.504473363155754,0.429036193574624,0.0664904432696218,NA,0.571428571428571,NA,0.372670807453416,NA,NA,0
"645",141647,"COMFORT HOSPICE AND PALLIATIVE CARE LLC","8750 W BRYN MAWR AVENUE STE 460","CHICAGO","IL",60631,"IL - Chicago",200,23318,3771192.21,3665802.47,5162617.82,0.9987,0,0.3941,0.2362,0.0479,26,18,106,56,0.4703,0.9717,0.101,87.18,39,161,132,118,133,26,77,14,28,20,35,14,148,NA,30,NA,0,12,16,72,10,76,66,88,14,86,13,14,1,11,20,11,69,15,16,74,12,14,85,5,"mw",0,1,0,0,1,18855.96105,18329.01235,25813.0891,161.728802212883,157.209128999057,221.400541212797,0.730480609157313,1.1150184406896,0.28,0.53,0.09,116.59,200,0.13,0.07,0.385,0.14,0.1,0.175,0.195,0.805,0.59,0.665,0.6782,0.581097021527573,0.348274845178414,0.0706281332940136,NA,0.07,0.74,NA,0.15,NA,0
"646",141648,"HOSPICE OF GREATER CHICAGO LLC","1727 S INDIANA AVE SUITE G2","CHICAGO","IL",60616,"IL - Chicago",466,39609,6494804.92,6315976.57,9939583.04,0.9974,0,0.5755,0.3053,0.0335,75,78,191,82,0.5513,0.5095,0.0776,81.94,190,276,139,148,336,72,222,60,54,25,33,39,20,280,119,NA,0,10,24,66,9,69,60,77,18,82,14,16,6,17,24,17,63,17,20,65,17,18,67,24,"mw",0,1,0,0,1,13937.3496137339,13553.5977896996,21329.5773390558,163.972958671009,159.458117347068,250.942539321871,0.653428307189836,1.89350905097326,0.175965665236052,0.409871244635193,0.167381974248927,84.9978540772532,466,0.15450643776824,0.128755364806867,0.476394849785408,0.11587982832618,0.0536480686695279,0.0708154506437768,0.407725321888412,0.592274678111588,0.317596566523605,0.721030042918455,0.9143,0.629443289948595,0.333916657552226,0.0366400524991797,NA,0.0836909871244635,0.0429184549356223,0.600858369098712,0.255364806866953,NA,0
"647",141649,"COMPASSIONATE CARE HOSPICE","555 BUTTERFIELD ROAD STE 205","LOMBARD","IL",60148,"IL - Melrose Park",66,4271,694367.16,675840.67,995349.28,1,0,1.1943,0.3168,0.0324,11,14,17,NA,0.9373,1.0077,0.073,88.39,23,43,58,12,19,NA,20,NA,19,NA,NA,35,NA,NA,22,0,0,3,2,95,3,91,95,97,10,90,3,4,1,6,1,2,85,5,10,81,4,15,93,4,"mw",0,1,0,0,1,10520.7145454545,10240.0101515152,15081.0496969697,162.577185670803,158.239445094826,233.048297822524,0.697611556015794,2.57550924841957,NA,0.257575757575758,0.212121212121212,64.7121212121212,NA,NA,NA,0.303030303030303,0.287878787878788,NA,NA,0.348484848484849,0.651515151515151,0.181818181818182,0.287878787878788,1.5435,0.773760932944606,0.205247813411079,0.0209912536443149,NA,0.53030303030303,NA,NA,0.333333333333333,0,0
"648",141650,"ACCORD HOSPICE","1247 LYNN TERRACE","HIGHLAND PARK","IL",60035,"IL - Evanston",103,10062,1605014.15,1567133.92,2992014.85,0.9991,0,0.4035,0.257,0.036,NA,17,45,23,0.4654,0.8822,0.1172,87.77,25,78,96,11,29,24,28,NA,29,NA,NA,47,45,11,0,0,0,4,13,83,2,83,83,93,13,87,6,5,2,11,12,5,80,9,11,79,7,14,84,14,"mw",0,1,0,0,1,15582.6616504854,15214.8924271845,29048.6878640777,159.512437885112,155.747755913337,297.357866229378,0.536432548120542,NA,0.223300970873786,0.436893203883495,0.16504854368932,97.6893203883495,NA,0.233009708737864,NA,0.271844660194175,0.281553398058252,NA,NA,0.242718446601942,0.757281553398058,0.106796116504854,0.281553398058252,0.6965,0.57932519741565,0.368987796123474,0.0516870064608758,103,0.456310679611651,0.436893203883495,0.106796116504854,0,0,0
"649",141654,"V CARE HOSPICE SERVICES OF ILLINOIS","3100 DUNDEE ROAD, SUITE 303","NORTHBROOK","IL",60062,"IL - Evanston",61,4830,790174.68,782768.11,1437761.21,0.9998,0,0.1963,0.247,0.0506,NA,13,25,NA,0.1896,0.9368,0.0688,85.49,25,36,55,12,28,NA,23,NA,NA,NA,11,16,NA,0,36,0,0,3,17,80,3,74,65,94,7,93,10,17,1,16,18,5,63,18,19,73,4,23,72,25,"mw",0,1,0,0,1,12953.6832786885,12832.2640983607,23569.8559016393,163.597242236025,162.063790890269,297.673128364389,0.549586867766449,NA,NA,0.409836065573771,0.213114754098361,79.1803278688525,NA,NA,NA,0.377049180327869,NA,NA,0.180327868852459,0.409836065573771,0.590163934426229,0.19672131147541,0.459016393442623,0.4939,0.397448876290747,0.500101235067827,0.102449888641425,NA,0.262295081967213,NA,0,0.590163934426229,0,0
